experiment,query,rank,score,chunk_doc,chunk_text_snippet
simple_512_ov8,When can personal data be shared with third parties?,2,0.49636951088905334,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,When can personal data be shared with third parties?,3,0.4881289005279541,Privacy_Policy_hdfc.pdf,"trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate use of personal information and SPDI at the Company . 4.1. Consent Th"
simple_512_ov16,What are the data subject rights about access and portability?,1,0.5347517728805542,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
simple_512_ov16,What are the data subject rights about access and portability?,2,0.5194864273071289,Indian Oil Priivacy policy.pdf,"business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Informatio"
simple_512_ov16,What are the data subject rights about access and portability?,3,0.5117513537406921,Indian Oil Priivacy policy.pdf,"India 16. REVIEW OF INFORMATION Data Subject can contact IOCL, through the Grievance Officer whose details are provided at the end of the Policy, requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect "
simple_512_ov16,Under what grounds is processing of personal data lawful?,1,0.5686781406402588,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
simple_512_ov16,Under what grounds is processing of personal data lawful?,2,0.5305013060569763,Privacy_Policy_hdfc.pdf,"contract between the Company and the provider of information, or where the disclosure is necessary for compliance of a legal /regulatory obligation ; Provided that the information shall be shared by the Company , without obtaining prior consent from the provider of information, with Government agenc"
simple_512_ov16,Under what grounds is processing of personal data lawful?,3,0.5093934535980225,Indian Oil Priivacy policy.pdf,"India 16. REVIEW OF INFORMATION Data Subject can contact IOCL, through the Grievance Officer whose details are provided at the end of the Policy, requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect "
simple_512_ov16,When can personal data be shared with third parties?,1,0.5305006504058838,Indian Oil Priivacy policy.pdf,"business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Informatio"
simple_512_ov16,When can personal data be shared with third parties?,2,0.506156325340271,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
simple_512_ov16,When can personal data be shared with third parties?,3,0.49900397658348083,Indian Oil Priivacy policy.pdf,"liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subj"
recursive_128_ov8,What are the data subject rights about access and portability?,1,0.5664269924163818,Privacy_Policy_hdfc.pdf,"instrument details . iii. physical, physiological , and mental health condition . iv. sexual orientation . v. medical records and history . vi. Biometric information . vii. any detail relating to the above clauses as provided to body corporate for providing service; and viii. any of the information "
recursive_128_ov8,What are the data subject rights about access and portability?,2,0.544136643409729,Indian Oil Priivacy policy.pdf,"such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of"
recursive_128_ov8,What are the data subject rights about access and portability?,3,0.5324234962463379,Indian Oil Priivacy policy.pdf,"it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data Subject ’s Information in accordance with "
recursive_128_ov8,Under what grounds is processing of personal data lawful?,1,0.6080446243286133,Privacy_Policy_hdfc.pdf,"instrument details . iii. physical, physiological , and mental health condition . iv. sexual orientation . v. medical records and history . vi. Biometric information . vii. any detail relating to the above clauses as provided to body corporate for providing service; and viii. any of the information "
recursive_128_ov8,Under what grounds is processing of personal data lawful?,2,0.606208086013794,Privacy_Policy_hdfc.pdf,"who is the subject of personal and sensitive personal data . It may include, but is not limited to, the employees, contractors, outsourced workforce, vendors, interns, associates, customers, Corporate Social Responsibility (CSR) partners and business partners of the Company. (b) ""Personal informatio"
recursive_128_ov8,Under what grounds is processing of personal data lawful?,3,0.5560474395751953,Privacy_Policy_hdfc.pdf,or electronically) from the Data subjects before or at the time of collecting PI or SPDI . The Data subject shall be provided with a choice to opt out and withdraw any consent previously given by way of written communication to the Company . 4.2. Collection of Personal Information a) The Company sha
recursive_128_ov8,When can personal data be shared with third parties?,1,0.5695280432701111,Privacy_Policy_hdfc.pdf,"or information for th e purposes of these rules. (d) “Third Party ” means all external parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy "
recursive_128_ov8,When can personal data be shared with third parties?,2,0.5573834180831909,Indian Oil Priivacy policy.pdf,"such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of"
recursive_128_ov8,When can personal data be shared with third parties?,3,0.5560352206230164,Indian Oil Priivacy policy.pdf,"it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data Subject ’s Information in accordance with "
recursive_128_ov16,What are the data subject rights about access and portability?,1,0.543100893497467,Indian Oil Priivacy policy.pdf,"providing his or her Information , the Data Subject agrees that IOCL may collect, use and share this Information with Third Parties for the purpose s mentioned above from 7[a] to 7[h]. 8. FAILURE TO PROVIDE INFORMATION IOCL may not be able to perform the obligations it has promised the Data Subject "
recursive_128_ov16,What are the data subject rights about access and portability?,2,0.5374832153320312,Privacy_Policy_hdfc.pdf,"possessing, storing, dealing or handling personal information or SPDI of the provider of such information. No PI/SPDI shall be used by the Company without the consent of the provider of the information . The consent shall be obtained (in writing or electronically) from the Data subjects before or at"
recursive_128_ov16,What are the data subject rights about access and portability?,3,0.5350003242492676,Privacy_Policy_hdfc.pdf,"or accessible in public domain or furnished under the Right to Information Act, 2005 or any other law for the time being in force shall not be regarded as sensitive personal data or information for th e purposes of these rules. (d) “Third Party ” means all external parties such as contractors, outso"
recursive_128_ov16,Under what grounds is processing of personal data lawful?,1,0.5906286239624023,Privacy_Policy_hdfc.pdf,"possessing, storing, dealing or handling personal information or SPDI of the provider of such information. No PI/SPDI shall be used by the Company without the consent of the provider of the information . The consent shall be obtained (in writing or electronically) from the Data subjects before or at"
recursive_128_ov16,Under what grounds is processing of personal data lawful?,2,0.5853177309036255,Privacy_Policy_hdfc.pdf,"or accessible in public domain or furnished under the Right to Information Act, 2005 or any other law for the time being in force shall not be regarded as sensitive personal data or information for th e purposes of these rules. (d) “Third Party ” means all external parties such as contractors, outso"
recursive_128_ov16,Under what grounds is processing of personal data lawful?,3,0.5784960985183716,Privacy_Policy_hdfc.pdf,"preferably having entered into a confidentiality agreement. 3. Key Definitions (a) “Data subject ” is one who is the subject of personal and sensitive personal data . It may include, but is not limited to, the employees, contractors, outsourced workforce, vendors, interns, associates, customers, Cor"
recursive_128_ov16,When can personal data be shared with third parties?,1,0.6404250264167786,Privacy_Policy_hdfc.pdf,"or accessible in public domain or furnished under the Right to Information Act, 2005 or any other law for the time being in force shall not be regarded as sensitive personal data or information for th e purposes of these rules. (d) “Third Party ” means all external parties such as contractors, outso"
recursive_128_ov16,When can personal data be shared with third parties?,2,0.5330427289009094,Indian Oil Priivacy policy.pdf,irrespective of whether such services /products are prov ided directly by IOCL or by its Agents on IOCL’s behalf ; (b) through IOCL’s network of Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobil
recursive_128_ov16,When can personal data be shared with third parties?,3,0.5313668251037598,Privacy_Policy_hdfc.pdf,"or information) Rules, 2011 (“ Rules ”). This Policy must be read in conjunction with the Act and the Rules, as may be amended from time to time. 2. Applicability This Policy is applicable to the Company and the Third Party (“as defined in Section 3 of the Policy”) who may receive , collect, possess"
recursive_256_ov8,What are the data subject rights about access and portability?,1,0.5347517728805542,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
recursive_256_ov8,What are the data subject rights about access and portability?,2,0.5246724486351013,Indian Oil Priivacy policy.pdf,"is unable to perform its services or if there is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaint"
recursive_256_ov8,What are the data subject rights about access and portability?,3,0.5018541812896729,Privacy_Policy_hdfc.pdf,"personal data . It may include, but is not limited to, the employees, contractors, outsourced workforce, vendors, interns, associates, customers, Corporate Social Responsibility (CSR) partners and business partners of the Company. (b) ""Personal information (PI) "" means any information that relates t"
recursive_256_ov8,Under what grounds is processing of personal data lawful?,1,0.6094139814376831,Privacy_Policy_hdfc.pdf,"personal data . It may include, but is not limited to, the employees, contractors, outsourced workforce, vendors, interns, associates, customers, Corporate Social Responsibility (CSR) partners and business partners of the Company. (b) ""Personal information (PI) "" means any information that relates t"
recursive_256_ov8,Under what grounds is processing of personal data lawful?,2,0.5686781406402588,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
recursive_256_ov8,Under what grounds is processing of personal data lawful?,3,0.5305013060569763,Privacy_Policy_hdfc.pdf,"contract between the Company and the provider of information, or where the disclosure is necessary for compliance of a legal /regulatory obligation ; Provided that the information shall be shared by the Company , without obtaining prior consent from the provider of information, with Government agenc"
recursive_256_ov8,When can personal data be shared with third parties?,1,0.506156325340271,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
recursive_256_ov8,When can personal data be shared with third parties?,2,0.5034449100494385,Indian Oil Priivacy policy.pdf,"downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJE"
recursive_256_ov8,When can personal data be shared with third parties?,3,0.49794548749923706,Privacy_Policy_hdfc.pdf,"contract between the Company and the provider of information, or where the disclosure is necessary for compliance of a legal /regulatory obligation ; Provided that the information shall be shared by the Company , without obtaining prior consent from the provider of information, with Government agenc"
recursive_256_ov16,What are the data subject rights about access and portability?,1,0.5346255302429199,Privacy_Policy_hdfc.pdf,"or information for th e purposes of these rules. (d) “Third Party ” means all external parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy "
recursive_256_ov16,What are the data subject rights about access and portability?,2,0.5000432729721069,Indian Oil Priivacy policy.pdf,"such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of"
recursive_256_ov16,What are the data subject rights about access and portability?,3,0.4897534251213074,Indian Oil Priivacy policy.pdf,"accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in IOCL’s services to the Data Subject due to "
recursive_256_ov16,Under what grounds is processing of personal data lawful?,1,0.6094787120819092,Privacy_Policy_hdfc.pdf,"who is the subject of personal and sensitive personal data . It may include, but is not limited to, the employees, contractors, outsourced workforce, vendors, interns, associates, customers, Corporate Social Responsibility (CSR) partners and business partners of the Company. (b) ""Personal informatio"
recursive_256_ov16,Under what grounds is processing of personal data lawful?,2,0.5591257810592651,Privacy_Policy_hdfc.pdf,"or information for th e purposes of these rules. (d) “Third Party ” means all external parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy "
recursive_256_ov16,Under what grounds is processing of personal data lawful?,3,0.5127358436584473,Privacy_Policy_hdfc.pdf,"provided such information under lawful HDFC Capital Privacy Policy Version: 2.0 January 2024 Security Classification: INTERNAL Page 4 of 4 contract or otherwise, unless such disclosure has been agreed to in the contract between the Company and the provider of information, or where the disclosure is "
recursive_256_ov16,When can personal data be shared with third parties?,1,0.5390070676803589,Privacy_Policy_hdfc.pdf,"or information for th e purposes of these rules. (d) “Third Party ” means all external parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy "
recursive_256_ov16,When can personal data be shared with third parties?,2,0.5217350721359253,Indian Oil Priivacy policy.pdf,"such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of"
recursive_256_ov16,When can personal data be shared with third parties?,3,0.4659278690814972,Indian Oil Priivacy policy.pdf,"reporting obligation , including compliance with requests from the Government of India or any Governmental Agency ; (c) To send marketing as well as non-marketing commercial communications to the Data Subject ; (d) To send the Data Subject notifications that the Data Subject has specifically request"
recursive_512_ov8,What are the data subject rights about access and portability?,1,0.5359660983085632,Indian Oil Priivacy policy.pdf,"the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third P"
recursive_512_ov8,What are the data subject rights about access and portability?,2,0.5114119648933411,Privacy_Policy_hdfc.pdf,"trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate use of personal information and SPDI at the Company . 4.1. Consent Th"
